Event,County,Date,Location,Deaths ,Injured ,Missing ,Houses Destroyed ,Houses Damaged ,Directly affected ,Indirectly Affected ,Relocated ,Evacuated ,Losses $USD ,Losses $Local ,Education centers ,Hospitals ,Damages in crops Ha. ,Lost Cattle ,Lost Goats,Lost Livestock,Damages in roads Mts ,GLIDEnumber ,Comments,Unique_ID,Unique_MA-DB,Comments_2
FLOOD, LAIKIPIA,14/11/2008, Laikipia North, , , , , , ,, , ,,, , , ,,,, , , , ,,
FLOOD, TURKANA,14/11/2008, , , , , , , ,, , ,,, , , ,,,, , , , ,,
FLOOD, WEST POKOT,14/11/2005, Ptirap,11,15, , , , ,200, , ,,, , , ,,,,, , , ,,
FLOOD, TANA-RIVER,30/05/2012, Salama (peponi), , , ,79, , ,, , ,,,,,,,,, , ,79 household were destroyed. , ,,
FLOOD, TANA-RIVER,30/05/2012, Salama (Kiembeni), , , ,150, , ,, , ,,,,,,,,, , ,150 household were affected. , ,,
FLOOD, TANA-RIVER,30/05/2012, Salama (Tawakal), , , ,125, , ,, , ,,,,,,,,, , ,125 Household were affected. , ,,
FLOOD, TANA-RIVER,30/05/2012, Kipao (Ongonyo village), , , , , , ,, , ,,,,,,,,, , , , ,,
FLOOD, TANA-RIVER,30/05/2012, Konemansa(Mwanja village), , , ,142, , ,,, ,,,,,,,,, , ,142 household were affected.  , ,,
FLOOD, ISIOLO,03/03/2010, , , , ,, , ,200, , ,,, , ,40,,,,, ,"Buffalo serena bridge, 200 families were affected ", ,,
FLOOD, ISIOLO,01/03/2010, Isiolo West, , , ,, , ,, , ,,, , , ,,,, , , , ,,
FLOOD, WEST POKOT,03/01/2010, Kacheliba- Alale road, , , , , , , , , ,,, , , ,,,,, , , ,,
FLOOD, WEST POKOT,04/01/2010, North Pokot, , , , , , ,6, , ,,, , ,100,,,,, , , ,,
FLOOD, TRANS-NZOIA,04/01/2010, Kitale-Swam road, , , , , , , , , ,,, , ,1000,,,,, , , ,,
FLOOD, ISIOLO,01/03/2011, , , , , , , ,, , ,,, , , ,,,, , , , ,,
FLOOD, KISUMU,14/01/2010, upper and lower Nyakach, , , , , , ,300, , ,,, , , ,,,, , , , ,,
FLOOD, SIAYA,14/01/2010, Central Uyoma,3, , , , , , , , ,,, , , ,,,, , ,chilren drowned in a dam , ,,
FLOOD, SIAYA,14/01/2010, , , , , , , , , , ,,, , ,12,,,, , , , ,,
FLOOD, SIAYA,04/01/2010, Nyang'oma, , , ,, , ,, , ,,, , , ,,,,, ,4 roads and a bridge destroyed , ,,
FLOOD, KISUMU,14/01/2010, , , , , , , ,, , ,,, , , ,,,, , ,14 homesteads displaced , ,,
FLOOD, KISII,14/01/2010, Kisii South, , , ,, , ,120, , ,,,, , ,,,, , , , ,,
FLOOD, KISUMU,14/01/2010, , , , ,3, , , ,100, ,,, , ,20,,,,, , , ,,
FLOOD, HOMA BAY,04/01/2010, Wahambala village, , , , ,5, ,296,296, ,,, , ,275,200,,, , , , ,,
FLOOD, SAMBURU,04/01/2010, Naibor road, , , , , , , , , ,,, , , ,,,,, , , ,,
FLOOD, NAKURU,04/01/2010, Chepalungu, , , , , , , , , ,,, , , ,,,, , ,Bomet - Koposwaro road destroyed , ,,
FLOOD, SAMBURU,04/01/2010, Maralal - Baragoi road, , , , , , , , , ,,, , , ,,,,, , , ,,
FLOOD, TURKANA,04/01/2010, ,5, , ,, , ,150, , ,,, , ,,451,,,, , , ,,
FLOOD, NAKURU,04/01/2010, Athinai road,4, , , , , ,150, , ,,, , ,100,7,,,, , , ,,
FLOOD, BARINGO,04/01/2010, , , , , , , , , , ,,, , ,,8,,, , , , ,,
FLOOD, BARINGO,04/01/2010, Kipchobet bridge, , , , , , , , , ,,, , , ,,,,, , , ,,
FLOOD, MAKUENI,14/01/2010, Emali-Ukia road, , , , , , , , , ,,, , , ,,,, , , , ,,
FLOOD, MERU,14/01/2010, Tumau, , , , , , , , , ,,, , , ,,,, , ,Timau-Ngare-Ndare Munyangalo roads 90% of bean crops in the district were destroyed , ,,
FLOOD, ISIOLO,01/12/2009, Kina-Garbatulla road, , , , , , , , , ,,, , , ,,,, , ,"culvert destructed, broken water drainage ", ,,
FLOOD, KWALE,02/02/2012, Kilibasi, , , , , , ,34000, , ,,, , , ,,,, , , , ,,
FLOOD, TANA-RIVER,28/10/2009, Tarasaa, , , ,230, , ,400, , ,,, , , ,,,, , , , ,,
FLOOD, TANA-RIVER,26/03/2010, Tana River, , , , , , ,11573, , ,,, , , ,,,, , , , ,,
FLOOD, MAKUENI,27/12/2009, , , , , ,5, ,180, , ,,, , , ,,,, , , , ,,
FLOOD, SIAYA,27/12/2010, ,5, , ,3, , ,101, , ,,, , , ,,,, , , , ,,
FLOOD, WEST POKOT,27/12/2010, , , , ,60, , , , , ,,, , , ,,,, , , , ,,
FLOOD, WEST POKOT,27/12/2010, East Pokot,1, , , , , , , , ,,, , , ,,,, , , , ,,
FLOOD, TURKANA,27/12/2009, Turkana East,5, , , , , ,25000, , ,,, , , ,,,, , , , ,,
FLOOD, TURKANA,27/12/2009, Turkana South,4, , ,15, , , , , ,,, , , ,,,, , , , ,,
FLOOD, MAKUENI,03/01/2010, Emali, , , , , , , , , ,,, , , ,,,, , , , ,,
FLOOD, BARINGO,02/01/2010, , , , , , , ,2724, , ,,, , , ,,,, , , , ,,
FLOOD, KAJIADO,02/01/2010, Rongai,4, , , , , , , , ,,, , , ,,,, , , , ,,
FLOOD, BARINGO,02/01/2009, Moi Ndambi area, , , , , , ,1168, , ,,, , , ,,,, , , , ,,
FLOOD, NAKURU,01/01/2010, ,3, , , , , ,509, , ,,, , , ,,,, , , , ,,
FLOOD, WEST POKOT,31/12/2009, , , , , , , ,500,, ,,, , , ,,,, , , , ,,
FLOOD, KAJIADO,28/12/2009, Kajiado North,3, , , , , , , , ,,, , , ,,,, , , , ,,
FLOOD, NAROK,28/12/2009, , , , , , , ,385, , ,,, , , ,,,, , , , ,,
FLOOD, NAROK,28/12/2009, , , , , , , ,215, , ,,, , , ,,,, , , , ,,
FLOOD, NAROK,24/12/2009, Nairobi - Kisii road,1, , , , , , , , ,,, , , ,,,, , , , ,,
FLOOD, MURANGA,03/11/2009, Muranga East and West,1, , ,2, , ,, , ,,, , , ,,,, , , , ,,
FLOOD, KILIFI,02/11/2009, Bungale road, , , , , , ,8000, , ,,, , , ,,,, , , , ,,
FLOOD, KILIFI,02/11/2009, Lamu rd,2, , , , , , , , ,,, , , ,,,, , , , ,,
FLOOD, KILIFI,28/10/2009, , , , , , , , ,200, ,,, , , ,,,, , , , ,,
FLOOD, MOMBASA,28/10/2009, , , , , , , ,35000, , ,,, , , ,,,, , , , ,,
FLOOD, KILIFI,28/10/2009, , , , , , , ,400, , ,,, , , ,,,, , , , ,,
FLOOD, LAMU,28/10/2009, Kiunga Witu, , , ,160,, ,800, , ,,, , , ,,,, , , , ,,
FLOOD, KILIFI,28/10/2009, , , , , , , ,500, , ,,, , , ,,,, , , , ,,
FLOOD, MANDERA,28/10/2009, , , , ,300,2000, ,10000,1500, ,,, , , ,,,, , , , ,,
FLOOD, KILIFI,28/10/2009, Lamu/Malindi road, , , , , , , , , ,,, , , ,,,, , , , ,,
FLOOD, KILIFI,27/12/2009, Malindi/Garsen road, , , , , , , , , ,,, , , ,,,, , , , ,,
FLOOD, NAIROBI,23/12/2009, ,4, , , , , , , , ,,, , , ,,,, , ,vehicles were destroyed and roofs of buildings blown away , ,,
FLOOD, MANDERA,09/11/2015, River Dawa, , , ,, , , , ,,,, ,,,152,,, , ,OVER 100 SHELTERS HAVE BEEN SUBMERGED AND ABOUT 150 GOATS AND 2 COWS SWEPT AWAY BY GOATS , ,,
FLOOD, TRANS-NZOIA,04/11/2015, KAPTERIT, , , , , , , , , ,,, , ,,,,, , ,TWO ACRES OF LAND WITH BEANS PLANTATION WERE AFFECTED. , ,,
FLOOD, BUSIA,01/04/2008, Teso, , , , , , ,4200, , ,,, , , ,,,, , , , ,,
FLOOD, UASIN-GISHU,14/02/2010, Eldoret East, , , , , , , , , ,,, , , ,,,,, , , ,,
FLOOD, KAJIADO,25/12/2009," Ole Moroi in Kajiado North, Sanikeli",4, , , , , , , , ,,, , , ,,,,, ,Waters from the heavy storm of rainfall formed a seasonal river and streamed downhill. 8 people who were crossing a road were swept by the floods and [...] , ,,
FLOOD, KAJIADO,25/12/2009, OL Tepesi, , , , , , ,, , ,,, , , ,,,,, ,"The stream damaged the road and overflowed its banks, the road edges , guard rails were swept away and excessive fow of water current from upstream [...] ", ,,
FLOOD, KAJIADO,25/12/2009," Ol Mayana, Esoneruwa", , , ,4,, ,,, ,,,, ,,,,,, ,"House hold goods, 10 goats, 10 iron sheets at Esoneruwa Trading Centre were swept away, a stream also overflooded ", ,,
FLOOD, KISUMU,21/01/2012, Koru,1, , , , , , , , ,,, , , ,,,, , , , ,,
FLOOD, NAKURU,24/01/2012, At Gitare village, , , , ,, , , , ,,, , , ,,,, , , , ,,
FLOOD, NAKURU,23/01/2012, at morendata railway station land, , , ,200, , , , , ,,, , , ,,,, , , , ,,
FLOOD, SAMBURU,09/01/2010, , , , , , , ,140, , ,,, , , ,,,, , , , ,,
FLOOD, TURKANA,08/01/2010, ,4, , ,100, , ,500, , ,,, , ,,,,,, ,"Great North road destroyed at Kakongu, Kalemngorok and Lokichar Irrigation schemes along River Turkwel ", ,,
FLOOD, TURKANA,03/01/2010, ,2, , , , , , , , ,,, , ,36,,,,, , , ,,
FLOOD, TANA-RIVER,03/01/2010, Tana Delta, , , , , , ,7000, , ,,, , , ,,,, , , , ,,
FLOOD, NYANDARUA,03/01/2010, , , , ,35, , ,175, , ,,, , , ,,,, , , , ,,
FLOOD, KILIFI,01/11/2009, Chamari Village, , , ,,, ,1080,, ,,,,,,,,,, , , ,,
FLOOD, KILIFI,01/11/2009, Kanagoni village,2, , ,466,, ,5000,2330, ,,,,,,,,,, ,1000 households were affected , ,,
FLOOD, TANA-RIVER,03/01/2010, Tana North, , , ,85, , ,5000, , ,,, , , ,,,, , , , ,,
FLOOD, KILIFI,01/11/2009, Kidutani,2, , ,,, ,54,, ,,,, ,,,,,, ,River Mbogholo burst and swept away crops. Abridge under construction was swept away and 3 power posts were brought down by the water , ,,
FLOOD, LAMU,03/01/2010, Lamu West, , , , , , ,3959, , ,,, , , ,,,, , , , ,,
FLOOD, LAMU,03/01/2010, Lamu East - Faza Island, , , ,14, , ,420, , ,,, , , ,,,,, , , ,,
FLOOD, MAKUENI,03/01/2010, , , , , , , ,,, ,,, , , ,,,, , , , ,,
FLOOD, MAKUENI,03/01/2010, Emali, , , , , , ,,, ,,, , , ,,,, , , , ,,
FLOOD, BARINGO,02/01/2010, , , , ,196, , ,2724, , ,,, , , ,,,,, , , ,,
FLOOD, BARINGO,04/01/2010, Molok bridge, , , , , , , , , ,,, , , ,,,,, , , ,,
FLOOD, BARINGO,04/01/2010, Kabogor bridge, , , , , , , , , ,,, , , ,,,,, , , ,,
FLOOD, BARINGO,04/01/2010, Rosoga bridge, , , , , , , , , ,,, , , ,,,,, , , ,,
FLOOD, BARINGO,04/01/2010, Waseges bridge, , , , , , , , , ,,, , , ,,,,, , , ,,
FLOOD, BARINGO,04/01/2010, ,1, , , , , ,100, , ,,, , ,,16,,, , , , ,,
FLOOD, BARINGO,04/01/2010, , , , , , , ,196, , ,,, , , ,,,, , , , ,,
FLOOD, BARINGO,04/01/2010, Marigat - East Pokot road, , , , , , , , , ,,, , , ,,,,, , , ,,
FLOOD, WEST POKOT,04/01/2010, Alale -Nauyapons road, , , , , , , , , ,,, , , ,,,,, , , ,,
FLOOD, WEST POKOT,04/01/2010, Kacheliba- Kanyerus road, , , , , , , , , ,,, , , ,,,,, , , ,,
FLOOD, WEST POKOT,04/01/2010, Konyau - Uganda road, , , , , , , , , ,,, , , ,,,,, , , ,,
FLOOD, WEST POKOT,04/01/2010, Konyau - Kasei road, , , , , , , , , ,,, , , ,,,,, , , ,,
FLOOD, KILIFI,01/11/2009, Kambicha village, , , ,,, ,75,, ,,,, ,,,,,, , , ,,
FLOOD, KILIFI,01/11/2009, Adu, , , ,,, ,45,, ,,,,,,,,,, , , ,,
FLOOD, KILIFI,01/11/2009, Garashi, , , ,,, ,180,, ,,,,,,,,,, , , ,,
FLOOD, KILIFI,01/11/2009, Kanyumbuni village, , , ,,, ,1150,, ,,,,,,,,,, , , ,,
FLOOD, KILIFI,01/11/2009, Watala village, , , ,,, ,1160,, ,,,,,,,,,, , , ,,
FLOOD, NANDI,04/01/2010, Nandi South, , , , , , , , , ,,, , , ,,,,, ,"2 brigdes along Kibesim-Kapkwong road 2 roads Kibigori, Chemase, Chepswerta, Lamaiya roads ", ,,
FLOOD, LAIKIPIA,04/01/2010," Laikipia North, Mukogodo",1,, , , , ,5, , ,,, , , ,,,,, , , ,,
FLOOD, TRANS-NZOIA,04/01/2010, Chepkatil river, ,, , , , , , , ,,, , , ,,,,, , , ,,
FLOOD, LAIKIPIA,04/01/2010, Nabor, , , , , , , , , ,,, , , ,,,,, , , ,,
FLOOD, MAKUENI,14/01/2010, , , , ,10, , , , , ,,, , , ,,,, , , , ,,
FLOOD, MAKUENI,14/01/2010, Masimba-Nguu-Simba road, , , , , , , , , ,,, , , ,,,,, , , ,,
FLOOD, BARINGO,02/01/2010, ,1, , ,100, , ,1168, , ,,, , , ,,,,, , , ,,
FLOOD, KAJIADO,01/01/2010, Rongai,4, , , , , , , , ,,, , , ,,,, , , , ,,
FLOOD, NAKURU,01/01/2010, ,3, , ,509, , ,509, , ,,, , , ,,,, , , , ,,
FLOOD, WEST POKOT,31/12/2009, Nyinyang Bridge, , , , , , ,500, , ,,, , , ,,,,, , , ,,
FLOOD, SIAYA,25/12/2009, ,5, , ,101, , ,500, ,15,,,, , ,,,, , , , ,,
FLOOD, MANDERA,16/02/2010," Arabia, Bulla Jamhuria", , , ,,, ,869,, ,,,, ,,,,,, ,"110 toilets sunk, road networks were destroyed, dining hall & administration block at Arabia Girls Secondary both under construction were damaged, 2 [...] ", ,,
FLOOD, NAROK,28/12/2009, Kajiado North,3, , , , , , , , ,,, , , ,,,, , ,drainage destroyed , ,,
FLOOD, NAROK,28/12/2009, Narok Suswa area, , , , , , ,385, , ,,, , , ,,,, , ,drainage destroyed , ,,
FLOOD, NAROK,28/12/2009, Narok Town, , , , , , ,215, , ,,, , , ,,,, , ,drainage systems destroyed , ,,
FLOOD, WEST POKOT,27/12/2009, Kenya-Ethiopia-Sudan roads, , , ,60, , ,,, ,,, , , ,,,,, , , ,,
FLOOD, WEST POKOT,27/12/2009, Chemolingot area, , , , , , ,, ,,,, , , ,,,, , ,People in these areas relocated to higher grounds , ,,
FLOOD, TURKANA,27/12/2009, ,5, , ,150, , , ,650, ,,, , , ,,,, , , , ,,
FLOOD, TURKANA,27/12/2009, ,5, , ,6666,2, , , , ,,,,, ,,,,, ,5 bridges washed away , ,,
FLOOD, TURKANA,27/12/2009, ,4, , ,15,1000, , ,346, ,,, , , ,,,, , ,"great north road destroyed especially at Kakongu, Kalemngorok and Lokichar, irrigation schemes along R. Turkwel badly affected ", ,,
FLOOD, NAROK,09/12/2009, ,1, , , , , , , , ,,, , , ,,,,, ,property of unknown value destroyed , ,,
FLOOD, KILIFI,02/11/2009, Malindi/Garsen, , , , , , , , , ,,, , , ,,,,, , , ,,
FLOOD, TURKANA,10/05/2010, Lodwar sub-location,3, , , , , , , , ,,, , , ,,,, , ,"villages affected : Nakwamekwi, Napete, Soweto, and Nabute remaining part of bridge extensively damaged ", ,,
FLOOD, TURKANA,10/05/2010," Soweto, Napute and Napatete",4, , ,, , ,4000,, ,,, , , ,,,,, , , ,,
FLOOD, NAKURU,10/01/2010, Athinai,4, , ,,, ,150,, ,,, , ,100,,,, , , , ,,
FLOOD, BARINGO,10/01/2010," Rosoga, Emining, Kiplombe hills", , , ,,, ,426,, ,,,,,,,,,, ,"Bridges were destroyed, floods drained into 5 cattle dips therby diluting the dip wash ", ,,
FLOOD, WEST POKOT,10/01/2010, Kongelai,1, , ,60, , ,136,, ,,,, ,,,,,,FL-2010-000003-KEN ,"Roads damaged were Sigor-Lomut, Lomut-Ameter, Sigor-Muino, and 3 bridges, 160 Households affected ", ,,
FLOOD, BARINGO,10/01/2010, Eldume, , , ,122, , ,601,, ,,,, ,86.5,,,,, , , ,,
FLOOD, BARINGO,10/01/2010, Longewan/ Ngarua, , , ,118, , ,,, ,,,, ,53.5,7,,,, , , ,,
FLOOD, BARINGO,10/01/2010, Loboi, , , ,23, , ,,, ,,,, ,20,,,,, , , ,,
FLOOD, BARINGO,10/01/2010, Ngambo, , , ,67, , ,67,, ,,, , ,,36,,,, ,"67 households were washed away, Ngambo dispensary was submerged resulting to loss of medicine, 2 pit latrines were also destroyed ", ,,
FLOOD, WEST POKOT,31/12/2009, Nginyang, , , ,,, ,500,, ,,,, ,,,,,, ,Nginyang bridge was destroyed and transportation of relief food was paralysed , ,,
FLOOD, NAROK,28/12/2009, Suswa area,3, , ,,, ,385,, ,,,, ,,,,,, ,There was massive destruction of drainage systems , ,,
FLOOD, EMBU,01/12/2009, Muchonoke-Mutus road, , , , , , , , , ,,, , , ,,,,, , , ,,
FLOOD, NAROK,28/12/2009, Narok Town, , , ,, , ,215,, ,,,, ,,,,,, , , ,,
FLOOD, EMBU,01/12/2009, Kauringwa-Karerema road, , , , , , , , , ,,, , , ,,,,, , , ,,
FLOOD, EMBU,01/12/2009, Iriaitune-Kikumiro-Wango road, , , , , , , , , ,,, , , ,,,,, , , ,,
FLOOD, KISUMU,27/12/2009, Kisumu, , , ,12, , ,60,, ,,, , ,26,,,,, ,26 Ha of maize and rice were destroyed , ,,
FLOOD, EMBU,01/01/2010, Kiritiri-Karimari road, , , , , , , , , ,,, , , ,,,,, , , ,,
FLOOD, KITUI,01/01/2010, Katse detour, , , , , , , , , ,,, , , ,,,, , , , ,,
FLOOD, KITUI,01/01/2010, Thua-Nguuku road, , , , , , , , , ,,, , , ,,,,, , , ,,
FLOOD, KITUI,01/01/2010, Kamuongo- Kalatine- Kiambere road, , , , , , , , , ,,, , , ,,,,, , , ,,
FLOOD, SIAYA,27/12/2009, Siaya,5, , ,101, , ,500,, ,,,, ,,,,,, ,3 Class rooms were destroyed and 15 homes evacuated , ,,
FLOOD, KITUI,01/01/2010, Kamuongo-Katooni road, , , , , , , , , ,,, , , ,,,,, , , ,,
FLOOD, KITUI,01/01/2010, Bailey Brigde, , , , , , , , , ,,, , , ,,,, , ,washout of River Katse , ,,
FLOOD, KITUI,01/01/2010, Mumoni, , , , , , , , , ,,, , , ,,,, , , , ,,
FLOOD, HOMA BAY,27/12/2009, Rachuonyo, , , ,, , ,,, ,,, , ,,15,,,, ,Infrastructure was destroyed , ,,
FLOOD, KISUMU,27/12/2009, Nyando, , , ,47, , ,1674,, ,,,, ,,,,,, ,One school was destroyed , ,,
FLOOD, WEST POKOT,27/12/2009, , , , ,60, , ,,, ,,, , ,,,,,, ,Kenya - Ethiopia - Sudan roads were cut off , ,,
FLOOD, MAKUENI,01/12/2009, Hillside-Kathekani road, , , , , , , , , ,,, , , ,,,,, , , ,,
FLOOD, TURKANA,27/12/2009, Turkana Central,5, , ,150, , ,650,650, ,,, , ,,,,,, , , ,,
FLOOD, TURKANA,27/12/2009, Turkana East,5, , ,, , ,,, ,,,,,,,,,, ,"Two schools were destroyed and two health centres severely damaged, Five bridges were washed away ", ,,
FLOOD, TURKANA,27/12/2009," Kakongu, Kalemngorok, Lokichar",4, , ,15, , ,,, ,,, , ,,,,,, ,"Irrigation schemes along River Turkwel were badly affected, 1000 households were in danger of being submerged if the rains continued, 346 households [...] ", ,,
FLOOD, MAKUENI,01/12/2009, Mtito Andei-Kyusyani Kamunyu road, , , , , , , , , ,,, , , ,,,, , , , ,,
FLOOD, MAKUENI,01/12/2009, Mtito Andei-Nthuguni-Kathekani road, , , , , , , , , ,,, , , ,,,,, , , ,,
FLOOD, NAROK,24/12/2009, Narok Town,1, , , ,, ,,, ,,, , , ,,,,, , , ,,
FLOOD, MAKUENI,01/12/2009, Nthogoni-Mtito Andei road, , , , , , , , , ,,, , , ,,,, , , , ,,
FLOOD, MAKUENI,01/12/2009, Kambu-Makutano road, , , , , , , , , ,,, , , ,,,,, , , ,,
FLOOD, NAIROBI,23/12/2009, Nairobi,4, , , ,, ,,, ,,, , , ,,,,, , , ,,
FLOOD, MAKUENI,01/12/2009, Kinyambu-Metava road, , , , , , , , , ,,, , , ,,,,, , , ,,
FLOOD, MAKUENI,01/12/2009, Utithi-Ivoleni road, , , , , , , , , ,,, , , ,,,, , , , ,,
FLOOD, MAKUENI,01/12/2009, Kibwezi-Kisayani road, , , , , , , , , ,,, , , ,,,, , , , ,,
FLOOD, WEST POKOT,28/03/2010, Tapach Division, , , ,,, ,,, ,,,, ,,,,,, ,"Several farm crops were swept away, 30 families were relocated to safer grounds ", ,,
FLOOD, MAKUENI,01/12/2009, Kyanginywa-Makutano road, , , , , , , , , ,,, , , ,,,,, , , ,,
FLOOD, MAKUENI,01/12/2009, Masongaleni-Ndauni road, , , , , , , , , ,,, , , ,,,,, , , ,,
FLOOD, WEST POKOT,28/03/2010, Wei Wei river,2, , , , , , , , ,,, , , ,,,, , , , ,,
FLOOD, MACHAKOS,01/01/2010, , , , , , , , , , ,,, , , ,,,, , ,Kisola pri sch 10 toilets Kamba Pri Sch 10 Muthini Pri sch 5 , ,,
FLOOD, TURKANA,19/03/2010, Naviket seasonal river,3, , , , , , , , ,,, , , ,,,,, , , ,,
FLOOD, MACHAKOS,01/01/2010, ,2, , , , , , , , ,,, , , ,,,, , , , ,,
FLOOD, KAJIADO,03/03/2010, River Isinya,2, , , , , , , , ,,, , , ,,,, , , , ,,
FLOOD, MAKUENI,03/01/2010, Mwisuni Village, , , , , , , , , ,,, , , ,,,, , ,River Kiboko burst its banks mashrooning 5 families , ,,
FLOOD, SAMBURU,04/03/2010, Ewaso Nyiro river, , , ,, , ,686,, ,,, , , ,,,,, ,"41 tourists were evacuated from their resorts to safer places while 45 families were rendered homeless, 600 staff of tourist lodges were aff [...] ", ,,
FLOOD, MERU,01/01/2010, Juakali plot, , , , , , , , , ,,, , , ,,,,, , , ,,
FLOOD, MERU,01/01/2010, Ndagani market, , , , , , , , , ,,, , , ,,,, , , , ,,
FLOOD, MERU,01/01/2010, Karangi Primary, , , , , , ,, , ,,, , , ,,,, , , , ,,
FLOOD, MACHAKOS,01/12/2009, Sofia-Ndalani-Kambi Mawe road, , , , , , , , , ,,, , , ,,,, , , , ,,
FLOOD, MACHAKOS,01/12/2009, Mamba- Ndalani road, , , , , , , , , ,,,, , ,,,,, , , ,,
FLOOD, MACHAKOS,01/12/2009, Kithimani- Katanga road, , , , , , , , , ,,, , , ,,,,, , , ,,
FLOOD, MACHAKOS,01/12/2009, Sunai Primary Sch, , , , , , ,,, ,,, , , ,,,, , , , ,,
FLOOD, TANA-RIVER,29/04/2010, Tana river near Walden, , , ,,, ,11573,, ,,,, ,,,,,, , , ,,
FLOOD, KILIFI,29/04/2010, Goshi area - River Sabaki, , , ,, , ,,, ,,,, ,,,,,, , , ,,
FLOOD, TURKANA,25/04/2010," River Kakole, Silale Hills", , , , , , ,, , ,,, , , ,,,,, ,Government officers were stranded and were later rescued by a helicopter , ,,
FLOOD, NAROK,07/04/2010, Olasit Trading Center - Suswa Bridge,5, , , , , , , , ,,, , , ,,,,, ,A vehicle carrying 5 passengers was swept away killing all the occupants , ,,
FLOOD, KAJIADO,09/05/2010," Ngong, Matasia, Kiserian, Kisamis",1, , , , , ,,, ,,, , , ,,,,, ,Ngong area recieved heavy pounding from around 2000Hrs on 9th May to 10th May nonstop. Roads were rendered impassable and heavy boulders were [...] , ,,
FLOOD, KISUMU,06/12/2011, west nyakach, , , , ,156, ,780, , ,,, , , ,,,, , , , ,,
FLOOD, KISUMU,06/12/2011, Gem Rae, , , , ,25, ,125, , ,,, , , ,,,, , , , ,,
FLOOD, KISUMU,06/12/2011, THUR DIBUORO, , , , ,127, ,635, , ,,, , ,,,,, , , , ,,
FLOOD, KISUMU,06/12/2011, Rangul, , , , ,63, ,315, ,315,,, , , ,,,,, , , ,,
FLOOD, KISUMU,06/12/2011, wawidhi, , , , , , , , , ,,, , ,200,,,, , ,"maize, legumes, cotton, rice affected  ", ,,
FLOOD, SIAYA,06/12/2011," West Ugenya, East Ugenya", , , , ,500,300, , ,,,, , , ,,,,, , , ,,
FLOOD, SIAYA,06/12/2011," Usonga, Nyadorera centre, Rwambwa Health Centre, Police Post", , , , ,500, ,,, ,,, , ,100,,,,, ,Roads were also cut off and Nyadorera Market was flooded , ,,
FLOOD, KAKAMEGA,06/12/2011," Lucheka, Emurambe, Munanga", , , , ,, ,60,, ,,, , , ,,,, , ,"60 Families were affected, 20 of them have been displaced ", ,,
FLOOD, KILIFI,15/10/2011, Ngwenzeni river,1, , , , , , , , ,,, , , ,,,, , ,The river was swollen due to heavy rains , ,,
FLOOD, KWALE,13/10/2011, Diani Location, , , ,,, ,, ,,,, , , ,,,, , ,"3 villages, Harmony, Sululu and Lemba were submerged by the floods ", ,,
FLOOD, KILIFI,13/10/2011, Rare river,3,6, , , , ,, , ,,, , , ,,,, , , , ,,
FLOOD, MERU,02/12/2011, thai location,1, , , , , , , , ,,, , , ,,,, , , , ,,
FLOOD, HOMA BAY,24/05/2012, , , , ,,, , , , ,,, , , ,,,, , , , ,,
FLOOD, KISUMU,09/04/2013, Nyakach, , , , , , ,, , ,,,, , ,,,, , ,Heavy downpour that affected homes. , ,,
FLOOD, MIGORI,09/04/2013, migori, , , , , , , , , ,,, ,, ,,,, , ,heavy rainfall that affected many families. , ,,
FLOOD, BARINGO,10/04/2013, rosago,1, , , , , , , , ,,, ,, ,,,, , ,heavy rainfal that swept away one body. , ,,
FLOOD, MURANGA,08/04/2013, muthithi,1, , , , , , , , ,,, ,, ,,,, , ,Heavy rainfall causing flooding. , ,,
FLOOD, MURANGA,13/04/2013, Gatumbi village,2, , , , , , , , ,,, ,, ,,,, , ,heavy rainfall that swept away two bodies. , ,,
FLOOD, MIGORI,18/05/2016, migori,1, ,1, , , , , , ,,, ,, ,,,, , ,heavy down pour that swept a way one body , ,,
FLOOD, MARSABIT,30/03/2013, marsabit,3, ,1, , , , , , ,,, ,, ,,,, , ,Heavy down pour causing flooding. , ,,
FLOOD, NAROK,13/11/2015, Narok town,6, , , , , , , , ,,, , ,,300,,, , ,six people were reported dead and 300 cows were swept away. , ,,
FLOOD, MAKUENI,14/11/2015, Makueni, , , , ,3, , , , ,,,, , ,,,, , ,roofs of three classroom in Uvaa primary were blown off. , ,,
FLOOD, TRANS-NZOIA,16/11/2015, Trans-Nzoia, , , ,139, , ,, , ,,,,,,,,, , ,Affected a total number of 827. , ,,
FLOOD, GARISSA,16/11/2015, Garissa,4, , , , , ,1550, , ,,,,, ,,,, , ,1550 families were displaced. , ,,
FLOOD, KILIFI,16/11/2015, Kilifi, , , ,3, , ,50, , ,,,,, ,,,, , ,50 people were marooned by floods. three mud walled houses collapsed. , ,,
FLOOD, TANA-RIVER,16/11/2015, Tana-River, , , ,53, , ,618,, ,,, , ,,,,, , ,618 people displaced by flood water. , ,,
FLOOD, KILIFI,16/11/2015, Kilif, , , , , , ,53, , ,,,, , ,,,, , ,50 pupils and 3 students were affected. , ,,
FLOOD, NAROK,22/03/2016, Narok,5, , , , , , , , ,,, , ,,,,,, ,Five children were reported dead. , ,,
FLOOD, TURKANA,16/11/2015, Turkana, , , ,, , , , , ,,, , , ,,,, , ,several houses collapsed with property of unknown value , ,,
